학수번호,교과목이름,학점,이수구분,학년,학기,설강학과,교과목개요,교육과정학과코드
JFD3008,패션장식디자인1,,전공핵심,3,,주얼리·패션디자인학과,"현대 패션에 있어서의 장식의 개념, 범위, 역할 그리고 장식이 주는 패션에서의 고 부가가치적이고 심미적인 가치를 인식하고 창의적인 디자인 및 제작 실습을 통해 주얼리· 패션의 표현 영역을 확대하고자 한다. 특히 최근 패션 브랜드는 의류 뿐만 아니라, 가방, 신발, 주얼리에 이르기 까지 다각화 양상을 띄고 있는 만큼, 패션에서 장식이 갖는 역할과 제품에 대한 창의적인 디자인이 더욱 요구되고 있다. 본 수업에서는 섬유, 금속 등의 다양한 재료의 기법을 익히고 창의적인 융합과정을 거쳐서 참신한 패션 장식의 영역을 확대하고자 한다.",
JFD3009,텍스타일디자인스튜디오,,전공핵심,3,,주얼리·패션디자인학과,전문적인 시장 조사 및 트렌드 분석을 바탕으로 패션 산업에 적용 가능한 폭 넓은 어패럴과 패션악세서리에 적용될 텍스타일디자인 제품을 개발한다. 또한 디자인 트렌드와 컨셉이 적용된 다양한 디자인 이미지를 제품에 접목 시킬 수 있는 실무능력을 연마한다.,
JFD3010,3D패션CAD,,전공심화,3,,주얼리·패션디자인학과,"본 교과는 4차 산업 발전에 따른 3D디자인 활성화에 발맞춘 실무적 능력을 함양하여 글로벌 인재로 나아가는 기반을 갖출 수 있도록 한다. 학습자는 2D 디자인과 3D 의상 제작 원리와 활용도에 대해 이해하고, CL0 소프트웨어를 통한 2D 작접 및 3D 렌더링에 필요한 프로그램 툴을 학습하여 학습자 개인의 vIRTUAL dESIGN 제적을 완성하는 실습수업으로 진행된다.",
JFD3011,패션장식디자인2,,전공핵심,3,,주얼리·패션디자인학과,"˂패션장식디자인2˃ 수업은 신체를 장식하는 패션 의류 및 소품에서 쓰여지는 장신구를 포함하는 장식 요소들을 디자인하고, 실제 디자인 및 제작 과정, 활용 기획까지의 과정을 실습함으로써 창의적이고 개성 있는 장식 아이템을 만들기 위한 실기 수업입니다. 2학기 패션장식디자인 수업에서는 금속 재료를 주된 사용과 함께 디자인에 적합한 타재료의 활용에 주목할 것입니다. 또한 하나의 장식 디자인을 활용하여 다양한 아이템으로 발전시키는 과정을 통해 주얼리 및 장식 디자인 작업의 기본적인 프로세스를 익히고 창의적으로 활용할 수 있도록 하는 것을 목표로 합니다.",
JFD4002,크리에이티브패션디자인1,,전공심화,4,,주얼리·패션디자인학과,"크리에이티브 패션디자인은 패션디자인 실기와 이론 지식을 바탕으로 IC-PBL M 유형으로 진행되며, 팀별 디자인 컨셉에 따라 학습자 개인의 작품으로 제작, 완성하여 졸업 작품을 준비하는 수업이다. 패션/의상 디자인 개발과 완성이 진행되는 전 과정을 통해 디자인 감각을 키우고 크리에이티브 패션/의상 디자인 제작에 관련된 기술을 습득하여 작품을 완성한다. 3년간의 패션디자인전공 학습을 바탕으로, 개개인의 잠재능력을 개발함과 동시에 아이디어의 구체화를 통한 크리에이티브한 작품을 제작하는 것이 본 수업의 궁극적인 목적이 있다.",
JFD4007,오트쿠튀르의상제작,,전공심화,4,,주얼리·패션디자인학과,"본 교과목에서는 인체와 의복구성, 패턴과 봉제 방법 등에 대한 지식을 기반으로 다양한 오트쿠튀르 의상들을 제작해 보고, 다양한 기법을 익혀 실무 제작 능력을 배양한다. 다양한 디자인 의도를 표현할 수 있는 패턴의 원리 및 변형 방법을 배우고, 실제 테일러드 재킷과 팬츠 제작을 통해, 패턴, 재다, 봉제까지의 의복구성 전 과정을 실습함으로써 패션산업 전문인으로서 필요한 창조적 감각 및 실제적 기술을 함양한다.",
JMC1008,커뮤니케이션학의이해,,전공기초,1,,정보사회미디어학과,"본 과목은 빠르게 변화하는 미디어 환경을 고찰하며, 커뮤니케이션 본질에 대한 이해를 바탕으로 미디어가 우리 사회 에 미치는 영향을 살펴보는 수업이다.",
JMC2000,디지털미디어사회의이해,,전공기초,1,,정보사회미디어학과,첨부파일 참조,
JMC2012,매스커뮤니케이션론,,전공핵심,2,,정보사회미디어학과,"인간과 AI가 공존하는 시대이다. 급변하는 AI 기술 환경 속에서 미디어 산업 뿐 아니라 기존의 ‘커뮤니케이션’ 개념과 이론도 큰 변화를 겪고 있다. 그렇다면, 챗GPT로 대표되는 AI 알고리즘 시대에 기존의 매스 커뮤니케이션 이론은 어떻게 변화하고 있으며, 그 변화를 어떻게 이해해야 하는가? 이 과목은 핵심적 매스 커뮤니케이션 이론에 대한 심도깊은 이해와 더불어, 최근 챗GPT와 알고리즘 사회의 미디어 기술과 사회변동을 이해할 수 있는 이론적 틀과 사례들을 소개하고 토론한다. 주요 내용은 커뮤니케이션학의 이론적 패러다임의 이해, 미디어 효과 이론, 기술결정론, 대중문화이론, 지능정보사회론(AI&알고리즘 사회), 소설미디어론, 규범이론 등으로 이뤄져 있다.
이 수업을 통해 학생들은 디지털 기술 변화 속에서의 미디어 생산자, 콘텐츠, 이용자의 , 거시적 사회변화를 다양한 이론과 연구들을 통해 심도깊게 이해하고, 이를 미디어 현장 사례들을 분석, 비판하는 능력을 키우게 될 것이다. 이 과목을 수강하는 학생들은 1) 관련서적의 열독과 수업 중의 토론과 발표에 적극적으로 참여하여야 하며, 2) 국내외 커뮤니케이션 현장 사례들을 조사, 분석하는 과제를 수행해야 한다.",
JMC2017,저널리즘의이해,,전공핵심,2,,정보사회미디어학과,"저널리즘은 신문과 방송을 통해 수행되는 전문적 보도, 시사, 논평 등을 가리킨다. 하지만 지금 시대에는 사실상 거의 모든 종류의 공개적 매체활동이 저널리즘적 의미를 지닌다고 할 수 있다. 사람들은 한두 가지 뉴스만을 활용하지 않고 다양한 대안적 출처에 접근할 수 있게 되었으며, 스스로 저널리즘 행위를 일상적으로 실천할 수 있는 수준에 이르렀다. 이와 같은 조건은 기존의 전문적이고 직업적인 저널리즘에 중대한 도전을 낳는다. 이는 기성 저널리즘의 위기, 정보 환경의 무질서를 낳기도 하지만, 새로운 저널리즘의 활성화와 함께 정보 환경의 풍부화를 이끌기도 한다. 이와 같은 양면적 조건 아래에서 우리는 어떤 저널리즘을 기대하며 진실을 향해 가기 위한 노력을 기울어야 하는지에 대해 깊이 있게 고민하고 실천하는 시간을 갖는다.",
JMC2029,글로컬영상콘텐츠제작,,전공심화,2,,정보사회미디어학과,"본 수업은 TikTok을 포함한 숏폼 영상 콘텐츠의 가치를 이해하고, 더 나아가 숏폼 영상 콘텐츠를 실무적 활용할 수 있는 역랑을 기르는 데 초점을 둔다. 커리큘럼명에서도 알 수 있듯, 본 수업은 숏폼 영상 콘텐츠를 이론적, 실무적 이해하고 활용하는 방안을 고민하는 기회의 장이 될 것으로 기대한다.",
JMC2030,미디어제작의이해,3,전공기초,1,1,미디어학과,"기술의 발전과 다양한 영상 콘텐츠 플랫폼의 등장으로 촬영 기기와 기법도 다변화되었다. 학생들은 변화하는 방송 및 영상 촬영 환경에 적응할 수 있는 역량을 키워야 한다. 본 수업은 학생들이 영상 콘텐츠 분야에서 촬영의 중요성을 이해하고, 실제 방송 환경에 적용할 수 있는 촬영 기법을 습득할 수 있는 기회를 제공한다. 이를 위해 본 수업은 과거부터 현재까지의 방송 및 영상 촬영 산업에 사용된 다양한 촬영 기법을 학습하고 실습할 기회를 제공한다. 특히, 본 수업은 고급 영상 제작 기법을 익히는 첫 단계이다. 따라서 향후, 전문적인 수준의 영상 콘텐츠를 만들고자 학생들은 필히 수강할 것을 추천한다. ",
JMC3021,영상커뮤니케이션,,전공심화,3,,글로벌전략커뮤니케이션전공,"With technological changes the ways in which people use visual images have radically altered. Nowadays, visual images are not only the concern of aesthetic issues associated with art, but have moved into the realm of communication studies. In this context, historical, physiological, perceptual and cognitive aspects of visual communication will be studied in this course.",
JMC3023,뉴미디어론,,전공핵심,3,,정보사회미디어학과,"뉴미디어론은 최근의 디지털 사회 및 산업적 패러다임 변화를 이해하고 이에 따른 사회, 문화, 경제적 쟁점들을 도출한 다음에 이를 적극적으로 해결하기 위한 교과목임
특히 2024년도 1학기 뉴미디어론 수업은 IC PBL 교과목으로서 최근 높은 중요성을 인정받고 있는 숏폼 콘텐츠 산업이 활성화되는 시점에 미디어 산업에 대한 영향을 포함해 다양한 사회, 문화, 경제, 심리적 쟁점들이 무엇인지 시나리오를 제시한 다음에 이에 대한 해결 방안을 모색하고자 함",
JMC3030,커뮤니케이션연구방법,,전공핵심,3,,정보사회미디어학과,첨부파일 참조,
JMC3038,미디어와창의성개발,,전공핵심,4,,정보사회미디어학과,창의성은 일부 소수의 특별한 사람들만 갖고 있는 특별한 재능은 아니며 노력에 따라 얼마든지 개발이 가능한 재능이다. 이에 이 과목에서는 다양한 아이디어 발상 기법들을 소개하고 이러한 기법들을 실제 문제에 적용할 수 있도록 함으로써 창의적 문제 해결 능력을 제고하고자 한다.,
JMC4004,언론과대중문화,,전공심화,3,,정보사회미디어학과,"이 수업은 대중문화에 대한 체계적인 이론적 논의와 급변하는 디지털 미디어 환경하의 대중문화의 트렌드와 주요 이슈에 대한 탐구와 논의를 중심으로 이뤄진다. 학생들은 이 수업을 통해 다양한 대중문화물(TV, 영화, 음악, 유튜브, 스포츠, 게임, 코믹 등)에 대한 심도깊은 이해와 비판 능력을 키울 수 있을 것이다. 특히 최근의 넷플릭스, 유튜브문화, 페미니즘, k-pop 팬덤 등에 대한 현장조사 & 사례 분석 등이 이뤄질 것이다.",
JMC4022,미디어정책과규제,,전공심화,4,,정보사회미디어학과,국내 미디어 정책과 관련된 사항을 학습한다.,
JMC4030,미디어콘텐츠기획론,,전공심화,4,,정보사회미디어학과,"본 강좌는 미디어 콘텐츠의 개념과 산업을 이해하고, 미디어 콘텐츠 기획과 실행 전략을 위한 지식을 이론과 사례를 통해 습득하도록 구성되었다. 수강생은 다양한 지식을 통해 미디어 콘텐츠 기획과 실행 과정을 체계적으로 이해하고, 습득한 지식을 미디어 콘텐츠 실무에 응용할 수 있는 능력을 향상시킬 수 있을 것이다.",
JMC4032,미디어와스포츠,,전공핵심,4,,정보사회미디어학과,"일상의 문화로 자리잡은 스포츠는 크게 직접 경기장에 방문하여 경기를 관람하는 것과 TV, 온라인 등 미디어를 통해 간접적으로 스포츠를 소비하는 것으로 구분할 수 있다. 미디어가 발달하면서 올드미디어를 통한 스포츠 콘텐츠의 소비보다는 소셜미디어를 통해 스포츠를 소비하는 경향이 짙어지는 만큼 콘텐츠의 중요성 증가하고 있다. 이 수업에서는 미디어를 활용한 스포츠 콘텐츠를 분석하면서 그 특성과 산업 전반을 이해하고 콘텐츠를 기획하는 것을 목적으로 한다.",
JOU1001,인간커뮤니케이션의이해,,전공핵심,2,,정보사회미디어학과,"이 강좌는 사람들의 관계, 사회활동, 사회현상의 형성, 유지, 발전 및 해체에 핵심적인 요소로 작용하는
인간 커뮤니케이션 대한 포괄적인 기본 지식을 쌓고, 실용적으로 활용할 수 있는 능력을 배양하는데 목적을 둔다. 이를 위해 인간 커뮤니케이션과 관련한 현상, 연구, 이론, 개념, 역사, 연구 성과, 이슈, 아이디어, 주장을 강의, 발표, PPT, 동영상, 영화. 토론, 읽기 자료 등을 통하여 공유하고 비판적으로 이해하고 정리한다.",
